date,number_of_strikes,center_point_geom
2018-05-15,26,POINT(-98.6 35.4)
2018-05-15,67,POINT(-81.5 28.2)
2018-05-15,43,POINT(-80.6 25.3)
2018-05-15,26,POINT(-103.6 37.5)
2018-05-15,58,POINT(-97.4 35)
2018-05-15,25,POINT(-77.7 21.5)
2018-05-15,46,POINT(-88 39.5)
2018-05-15,43,POINT(-84.1 37.2)
2018-05-15,34,POINT(-95.9 36.3)
2018-05-15,42,POINT(-91 38)
2018-05-15,105,POINT(-97.2 36.9)
2018-05-15,47,POINT(-103.4 37.2)
2018-05-15,81,POINT(-96.1 33.8)
2018-05-15,26,POINT(-85.9 22.4)
2018-05-15,25,POINT(-98.5 36.7)
2018-05-15,113,POINT(-73.7 42)
2018-05-15,31,POINT(-77.6 21.3)
2018-05-15,35,POINT(-81.1 39.6)
2018-05-15,29,POINT(-79.5 24.4)
2018-05-15,141,POINT(-96.5 38.1)
2018-05-15,31,POINT(-101.5 38.8)
2018-05-15,89,POINT(-78.9 28.2)
2018-05-15,34,POINT(-77.2 23.4)
2018-05-15,68,POINT(-96.5 34)
2018-05-15,31,POINT(-97.1 33.9)
2018-05-15,38,POINT(-99.9 30.9)
2018-05-15,25,POINT(-101.6 28.4)
2018-05-15,29,POINT(-78.6 38.6)
2018-05-15,31,POINT(-101.7 28.5)
2018-05-15,32,POINT(-76.1 23.9)
2018-05-15,60,POINT(-97.7 34.8)
2018-05-15,58,POINT(-93.7 40.5)
2018-05-15,53,POINT(-97.1 34.1)
2018-05-15,32,POINT(-79.6 21.5)
2018-05-15,57,POINT(-96.3 33.9)
2018-05-15,41,POINT(-99.7 31.3)
2018-05-15,83,POINT(-101.2 28.3)
2018-05-15,132,POINT(-96.7 37.7)
2018-05-15,49,POINT(-97.1 37.2)
2018-05-15,31,POINT(-95.8 37.6)
2018-05-15,29,POINT(-82.2 39.7)
2018-05-15,28,POINT(-81.2 37.6)
2018-05-15,37,POINT(-79.3 27.2)
2018-05-15,33,POINT(-101.1 31.4)
2018-05-15,41,POINT(-96.5 37.5)
2018-05-15,55,POINT(-77.3 39.4)
2018-05-15,56,POINT(-79.2 28.3)
2018-05-15,55,POINT(-77.8 24.2)
2018-05-15,51,POINT(-81.9 37)
2018-05-15,37,POINT(-83.5 25.8)
2018-05-15,76,POINT(-76 24.4)
2018-05-15,77,POINT(-104.1 37.3)
2018-05-15,33,POINT(-99.8 31)
2018-05-15,37,POINT(-83.6 26)
2018-05-15,59,POINT(-92.2 34.8)
2018-05-15,87,POINT(-101.3 28.1)
2018-05-15,99,POINT(-79.3 27.4)
2018-05-15,83,POINT(-88.6 37.5)
2018-05-15,43,POINT(-99.8 31.1)
2018-05-15,93,POINT(-98.2 30.9)
2018-05-15,35,POINT(-93.4 40)
2018-05-15,38,POINT(-79.1 27.4)
2018-05-15,183,POINT(-100.1 31.6)
2018-05-15,28,POINT(-78.5 40.9)
2018-05-15,29,POINT(-92.3 31)
2018-05-15,28,POINT(-96.3 39.2)
2018-05-15,36,POINT(-97.1 36.8)
2018-05-15,23,POINT(-84.5 24.4)
2018-05-15,71,POINT(-99.2 24.6)
2018-05-15,23,POINT(-82.2 21)
2018-05-15,77,POINT(-98.3 35.2)
2018-05-15,39,POINT(-95.2 37.1)
2018-05-15,29,POINT(-91.7 40)
2018-05-15,23,POINT(-80.9 21.9)
2018-05-15,99,POINT(-102.8 34.9)
2018-05-15,74,POINT(-95.7 36.1)
2018-05-15,32,POINT(-102.3 42.1)
2018-05-15,65,POINT(-96.9 37.7)
2018-05-15,56,POINT(-76 40.5)
2018-05-15,33,POINT(-95.3 37.1)
2018-05-15,23,POINT(-84.2 25)
2018-05-15,29,POINT(-87.9 42.4)
2018-05-15,69,POINT(-95.7 34.8)
2018-05-15,66,POINT(-89.6 30.3)
2018-05-15,35,POINT(-76 23.5)
2018-05-15,33,POINT(-97.2 35)
2018-05-15,23,POINT(-79.4 27)
2018-05-15,45,POINT(-99.9 34.6)
2018-05-15,114,POINT(-99.4 30.7)
2018-05-15,34,POINT(-100 30.9)
2018-05-15,36,POINT(-98.3 37.4)
2018-05-15,25,POINT(-98.4 32.7)
2018-05-15,76,POINT(-99.3 30.8)
2018-05-15,60,POINT(-92.3 29.5)
2018-05-15,73,POINT(-79.1 28.6)
2018-05-15,93,POINT(-98.4 35.3)
2018-05-15,77,POINT(-99.9 35.1)
2018-05-15,42,POINT(-73.6 41.9)
2018-05-15,62,POINT(-95 39.6)
2018-05-15,49,POINT(-101.9 28.5)
2018-05-15,25,POINT(-89.7 30.3)
2018-05-15,25,POINT(-101.9 38.1)
2018-05-15,78,POINT(-95.7 37.3)
2018-05-15,39,POINT(-78.9 22.4)
2018-05-15,44,POINT(-94.8 37.3)
2018-05-15,46,POINT(-79.1 38.5)
2018-05-15,26,POINT(-76.6 41)
2018-05-15,76,POINT(-95.4 37.5)
2018-05-15,68,POINT(-100.8 31.6)
2018-05-15,85,POINT(-78.9 28.1)
2018-05-15,23,POINT(-76.1 40.2)
2018-05-15,28,POINT(-77.4 40.2)
2018-05-15,23,POINT(-74.6 41.2)
2018-05-15,108,POINT(-101.4 28.2)
2018-05-15,73,POINT(-95.4 37.3)
2018-05-15,26,POINT(-88.5 42.3)
2018-05-15,23,POINT(-97.2 33.9)
2018-05-15,25,POINT(-95.4 36.9)
2018-05-15,42,POINT(-80.3 38)
2018-05-15,41,POINT(-94.7 37.4)
2018-05-15,54,POINT(-83.9 22.9)
2018-05-15,29,POINT(-81.6 28.3)
2018-05-15,26,POINT(-91.8 37.8)
2018-05-15,38,POINT(-72.5 42)
2018-05-15,58,POINT(-97.2 34.8)
2018-05-15,45,POINT(-93.1 38.3)
2018-05-15,32,POINT(-79.2 24)
2018-05-15,102,POINT(-98 31.3)
2018-05-15,32,POINT(-76 40.6)
2018-05-15,72,POINT(-96.3 34.3)
2018-05-15,82,POINT(-97.4 37.1)
2018-05-15,25,POINT(-75.8 40.8)
2018-05-15,103,POINT(-97.2 37.3)
2018-05-15,33,POINT(-94.8 37.5)
2018-05-15,66,POINT(-97.5 34.9)
2018-05-15,29,POINT(-78.9 40.9)
2018-05-15,52,POINT(-88.9 39.7)
2018-05-15,39,POINT(-76.5 23.9)
2018-05-15,32,POINT(-80.3 37.1)
2018-05-15,34,POINT(-83.7 36.1)
2018-05-15,28,POINT(-81.8 37.4)
2018-05-15,73,POINT(-99.6 30.7)
2018-05-15,75,POINT(-96.1 37.5)
2018-05-15,53,POINT(-76.4 40.1)
2018-05-15,49,POINT(-76.2 23.9)
2018-05-15,137,POINT(-77.1 39.8)
2018-05-15,409,POINT(-99.5 30.9)
2018-05-15,66,POINT(-95.6 36.6)
2018-05-15,238,POINT(-99.5 31.1)
2018-05-15,49,POINT(-98.4 35.6)
2018-05-15,29,POINT(-95.3 37.7)
2018-05-15,55,POINT(-80.7 27.8)
2018-05-15,31,POINT(-79.6 26.5)
2018-05-15,124,POINT(-98.1 31.2)
2018-05-15,71,POINT(-95.4 38)
2018-05-15,34,POINT(-80.5 28.4)
2018-05-15,123,POINT(-101.3 28)
2018-05-15,34,POINT(-77.8 38.9)
2018-05-15,40,POINT(-80 27.8)
2018-05-15,26,POINT(-92.5 29.8)
2018-05-15,40,POINT(-90.8 37.1)
2018-05-15,54,POINT(-96.1 37.7)
2018-05-15,34,POINT(-81.3 37.6)
2018-05-15,58,POINT(-92.2 29.7)
2018-05-15,49,POINT(-81.3 28.3)
2018-05-15,25,POINT(-78.6 27.3)
2018-05-15,42,POINT(-79.3 27.3)
2018-05-15,41,POINT(-76.8 23.7)
2018-05-15,38,POINT(-75.9 41.8)
2018-05-15,57,POINT(-93.4 38.3)
2018-05-15,80,POINT(-76.8 40.1)
2018-05-15,177,POINT(-97.3 37.3)
2018-05-15,25,POINT(-76.2 40.6)
2018-05-15,47,POINT(-79 24.3)
2018-05-15,40,POINT(-85 41.4)
2018-05-15,29,POINT(-100.6 22.8)
2018-05-15,34,POINT(-95.1 35.6)
2018-05-15,99,POINT(-99.2 35.6)
2018-05-15,39,POINT(-79.1 28.8)
2018-05-15,35,POINT(-96 34.9)
2018-05-15,29,POINT(-80.9 28)
2018-05-15,54,POINT(-100.3 31.1)
2018-05-15,58,POINT(-96.6 34.2)
2018-05-15,42,POINT(-77.8 41.1)
2018-05-15,67,POINT(-101.6 27.2)
2018-05-15,128,POINT(-100.4 31.6)
2018-05-15,26,POINT(-82.4 28.5)
2018-05-15,134,POINT(-96.7 36.9)
2018-05-15,92,POINT(-91.7 37.7)
2018-05-15,33,POINT(-81.5 29.1)
2018-05-15,49,POINT(-96.8 34.1)
2018-05-15,36,POINT(-79.2 27.3)
2018-05-15,74,POINT(-93.4 39.9)
2018-05-15,51,POINT(-95.2 37.3)
2018-05-15,33,POINT(-78 26.5)
2018-05-15,23,POINT(-102.6 35)
2018-05-15,60,POINT(-84.8 23.7)
2018-05-15,60,POINT(-77.4 41.5)
2018-05-15,23,POINT(-99.1 35.7)
2018-05-15,42,POINT(-95.6 36.8)
2018-05-15,55,POINT(-97.6 36.9)
2018-05-15,39,POINT(-103.4 37.8)
2018-05-15,34,POINT(-78.1 40.9)
2018-05-15,46,POINT(-81 28.9)
2018-05-15,41,POINT(-78.8 28)
2018-05-15,23,POINT(-80.8 25.8)
2018-05-15,48,POINT(-83.8 41.3)
2018-05-15,111,POINT(-77.9 26.5)
2018-05-15,66,POINT(-95.8 37)
2018-05-15,34,POINT(-69.7 42.4)
2018-05-15,134,POINT(-98.2 31.8)
2018-05-15,40,POINT(-80.8 23.2)
2018-05-15,31,POINT(-77.3 37.3)
2018-05-15,40,POINT(-77 41.4)
2018-05-15,36,POINT(-83.6 36.3)
2018-05-15,39,POINT(-100.3 33.9)
2018-05-15,26,POINT(-80.1 27.6)
2018-05-15,41,POINT(-79.1 27.8)
2018-05-15,25,POINT(-77.9 21.4)
2018-05-15,26,POINT(-92.4 36.5)
2018-05-15,48,POINT(-77.1 39.6)
2018-05-15,48,POINT(-88.7 37.4)
2018-05-15,34,POINT(-96.8 34.4)
2018-05-15,101,POINT(-99.2 24.7)
2018-05-15,31,POINT(-98.2 31.2)
2018-05-15,40,POINT(-78.9 28)
2018-05-15,122,POINT(-96.8 36.9)
2018-05-15,26,POINT(-97.9 37)
2018-05-15,130,POINT(-99.5 31.2)
2018-05-15,44,POINT(-101.1 28.6)
2018-05-15,53,POINT(-93.1 38.2)
2018-05-15,47,POINT(-81.1 36.8)
2018-05-15,23,POINT(-76.1 39.6)
2018-05-15,29,POINT(-91.3 36.9)
2018-05-15,60,POINT(-73.2 42.1)
2018-05-15,26,POINT(-80.5 25.8)
2018-05-15,72,POINT(-73.6 42.1)
2018-05-15,33,POINT(-96.8 34.3)
2018-05-15,25,POINT(-95.9 36.1)
2018-05-15,58,POINT(-96.1 34.8)
2018-05-15,29,POINT(-91.1 32.9)
2018-05-15,25,POINT(-81.2 29)
2018-05-15,37,POINT(-88.6 37.4)
2018-05-15,49,POINT(-80.6 25.9)
2018-05-15,25,POINT(-102.3 28.3)
2018-05-15,45,POINT(-98.2 35.7)
2018-05-15,41,POINT(-95.5 39.5)
2018-05-15,162,POINT(-81.3 28.8)
2018-05-15,40,POINT(-91.5 37.6)
2018-05-15,71,POINT(-96.3 37.1)
2018-05-15,52,POINT(-99.8 30.8)
2018-05-15,37,POINT(-80.4 27.4)
2018-05-15,44,POINT(-79.8 22.4)
2018-05-15,74,POINT(-96.2 38.3)
2018-05-15,97,POINT(-79 27.6)
2018-05-15,66,POINT(-87.8 39.4)
2018-05-15,59,POINT(-82.1 28.4)
2018-05-15,42,POINT(-77.3 38.9)
2018-05-15,67,POINT(-77.2 39.5)
2018-05-15,105,POINT(-79 28.6)
2018-05-15,37,POINT(-76.8 41.5)
2018-05-15,54,POINT(-101.9 40.7)
2018-05-15,109,POINT(-99.4 31.2)
2018-05-15,95,POINT(-96.9 37)
2018-05-15,50,POINT(-80.4 27.1)
2018-05-15,38,POINT(-98.9 34.9)
2018-05-15,32,POINT(-81.1 37.7)
2018-05-15,34,POINT(-101.6 38.7)
2018-05-15,34,POINT(-81.9 23.5)
2018-05-15,47,POINT(-76.5 40.2)
2018-05-15,48,POINT(-79.6 27.7)
2018-05-15,51,POINT(-103 35.1)
2018-05-15,47,POINT(-76 24.5)
2018-05-15,34,POINT(-95 35.5)
2018-05-15,246,POINT(-96.7 37.6)
2018-05-15,29,POINT(-97.6 35)
2018-05-15,28,POINT(-77.5 41.4)
2018-05-15,28,POINT(-79.4 26.9)
2018-05-15,43,POINT(-95.6 33.8)
2018-05-15,40,POINT(-88.4 37.8)
2018-05-15,29,POINT(-104.1 35.3)
2018-05-15,58,POINT(-99.8 35.3)
2018-05-15,119,POINT(-96.9 38.1)
2018-05-15,32,POINT(-96.3 37.5)
2018-05-15,25,POINT(-86.3 41.3)
2018-05-15,23,POINT(-97.9 34.6)
2018-05-15,65,POINT(-76.9 24)
2018-05-15,23,POINT(-68.7 42.8)
2018-05-15,37,POINT(-82.4 37.3)
2018-05-15,47,POINT(-83.9 37.3)
2018-05-15,35,POINT(-73.5 41.9)
2018-05-15,42,POINT(-76.5 41.7)
2018-05-15,31,POINT(-77 27.7)
2018-05-15,59,POINT(-98.4 34)
2018-05-15,74,POINT(-81.1 28.3)
2018-05-15,39,POINT(-80.8 29.1)
2018-05-15,26,POINT(-95.4 39.5)
2018-05-15,66,POINT(-100.2 31.4)
2018-05-15,44,POINT(-77.7 25.5)
2018-05-15,26,POINT(-73.9 41.7)
2018-05-15,23,POINT(-75.2 41)
2018-05-15,25,POINT(-88.9 41.8)
2018-05-15,29,POINT(-81.6 29.6)
2018-05-15,94,POINT(-96.6 37.5)
2018-05-15,65,POINT(-98.8 33.9)
2018-05-15,59,POINT(-95.7 36.2)
2018-05-15,41,POINT(-95.5 36.6)
2018-05-15,76,POINT(-88.7 39.7)
2018-05-15,47,POINT(-76.9 39.8)
2018-05-15,58,POINT(-101.6 27.4)
2018-05-15,55,POINT(-98.6 33.8)
2018-05-15,64,POINT(-79 28.2)
2018-05-15,39,POINT(-72.8 41.5)
2018-05-15,108,POINT(-97.2 37.7)
2018-05-15,152,POINT(-98.9 35.5)
2018-05-15,23,POINT(-84.7 23.8)
2018-05-15,31,POINT(-81 26.5)
2018-05-15,25,POINT(-94.3 37.3)
2018-05-15,37,POINT(-95.3 33.8)
2018-05-15,29,POINT(-87.6 39.3)
2018-05-15,70,POINT(-76.8 23.9)
2018-05-15,50,POINT(-97.6 37.1)
2018-05-15,33,POINT(-79.2 27.9)
2018-05-15,59,POINT(-73.4 42.1)
2018-05-15,44,POINT(-96.7 34.2)
2018-05-15,23,POINT(-81 37.7)
2018-05-15,58,POINT(-95.5 37)
2018-05-15,127,POINT(-97.9 37.1)
2018-05-15,25,POINT(-87.9 42.2)
2018-05-15,37,POINT(-98.2 31)
2018-05-15,133,POINT(-96.6 34.3)
2018-05-15,47,POINT(-97.6 37)
2018-05-15,38,POINT(-83 26.2)
2018-05-15,64,POINT(-78.4 22.1)
2018-05-15,71,POINT(-72.6 42)
2018-05-15,29,POINT(-92.8 38.1)
2018-05-15,57,POINT(-77.2 41.5)
2018-05-15,38,POINT(-95.9 38)
2018-05-15,45,POINT(-76.7 41.7)
2018-05-15,131,POINT(-100.9 31.5)
2018-05-15,83,POINT(-95.6 34.8)
2018-05-15,69,POINT(-97.9 37.4)
2018-05-15,52,POINT(-91.1 32.4)
2018-05-15,25,POINT(-79.6 37.1)
2018-05-15,38,POINT(-88.9 42)
2018-05-15,61,POINT(-82.1 28.3)
2018-05-15,69,POINT(-97.6 37.6)
2018-05-15,79,POINT(-81 28.6)
2018-05-15,38,POINT(-90.7 37)
2018-05-15,60,POINT(-98.2 32.6)
2018-05-15,65,POINT(-94.9 37.4)
2018-05-15,31,POINT(-96.6 33.9)
2018-05-15,47,POINT(-82.3 27.8)
2018-05-15,31,POINT(-97.9 31.3)
2018-05-15,54,POINT(-82 39.7)
2018-05-15,34,POINT(-99.1 24.6)
2018-05-15,73,POINT(-91.9 37.2)
2018-05-15,117,POINT(-78.6 27)
2018-05-15,48,POINT(-97.9 31.1)
2018-05-15,41,POINT(-92.3 34.8)
2018-05-15,23,POINT(-86.4 41.3)
2018-05-15,34,POINT(-80.3 22.8)
2018-05-15,37,POINT(-77 41.5)
2018-05-15,49,POINT(-99.5 31.3)
2018-05-15,35,POINT(-100 34.7)
2018-05-15,98,POINT(-81 28.4)
2018-05-15,23,POINT(-79.5 26.9)
2018-05-15,31,POINT(-102.5 37.8)
2018-05-15,42,POINT(-99.1 24.8)
2018-05-15,43,POINT(-97.3 34.9)
2018-05-15,50,POINT(-94.9 37.5)
2018-05-15,35,POINT(-74.5 41)
2018-05-15,56,POINT(-83.1 25.9)
2018-05-15,31,POINT(-80.5 26.3)
2018-05-15,114,POINT(-102.7 35)
2018-05-15,62,POINT(-88.4 37.6)
2018-05-15,28,POINT(-79 38.6)
2018-05-15,65,POINT(-100.9 31.3)
2018-05-15,49,POINT(-101.2 28.4)
2018-05-15,46,POINT(-83.8 37.3)
2018-05-15,23,POINT(-72.6 42.2)
2018-05-15,59,POINT(-97.9 34)
2018-05-15,39,POINT(-76.6 41.7)
2018-05-15,74,POINT(-98.2 31.4)
2018-05-15,122,POINT(-96.4 38)
2018-05-15,29,POINT(-87.7 39.4)
2018-05-15,62,POINT(-96.7 34.4)
2018-05-15,60,POINT(-77.7 25.2)
2018-05-15,36,POINT(-81.3 27.4)
2018-05-15,34,POINT(-97.2 37.8)
2018-05-15,71,POINT(-96.8 37.9)
2018-05-15,39,POINT(-77.6 40.9)
2018-05-15,31,POINT(-77.1 21.8)
2018-05-15,47,POINT(-95.2 34.2)
2018-05-15,33,POINT(-97.7 37.6)
2018-05-15,33,POINT(-90.8 38.1)
2018-05-15,34,POINT(-84.9 36.1)
2018-05-15,59,POINT(-84.7 36.7)
2018-05-15,76,POINT(-85.3 41.4)
2018-05-15,26,POINT(-84.1 41.3)
2018-05-15,53,POINT(-96.4 37.2)
2018-05-15,34,POINT(-75.5 40.3)
2018-05-15,25,POINT(-76.5 39.6)
2018-05-15,31,POINT(-74.5 41.7)
2018-05-15,122,POINT(-99.8 35.2)
2018-05-15,109,POINT(-97.8 37.1)
2018-05-15,86,POINT(-96.1 37.4)
2018-05-15,55,POINT(-103.4 37.3)
2018-05-15,209,POINT(-96.7 37.5)
2018-05-15,29,POINT(-81.4 29)
2018-05-15,54,POINT(-91.9 37.3)
2018-05-15,141,POINT(-80.1 27.3)
2018-05-15,194,POINT(-100.7 31.2)
2018-05-15,45,POINT(-92.6 33.6)
2018-05-15,26,POINT(-92.9 38.1)
2018-05-15,37,POINT(-91.4 37.3)
2018-05-15,114,POINT(-100.6 31.1)
2018-05-15,80,POINT(-77.1 23.9)
2018-05-15,47,POINT(-95.8 39.3)
2018-05-15,34,POINT(-76.9 23.2)
2018-05-15,75,POINT(-80.5 27.3)
2018-05-15,89,POINT(-78.9 27.7)
2018-05-15,50,POINT(-93.8 40.7)
2018-05-15,67,POINT(-98.2 30.7)
2018-05-15,63,POINT(-98.8 35.3)
2018-05-15,23,POINT(-71.5 42.4)
2018-05-15,61,POINT(-98 30.6)
2018-05-15,25,POINT(-81.9 28.7)
2018-05-15,23,POINT(-76.1 40.6)
2018-05-15,26,POINT(-85.3 36.8)
2018-05-15,57,POINT(-79.9 27.7)
2018-05-15,41,POINT(-75.6 40.4)
2018-05-15,26,POINT(-82.2 28.3)
2018-05-15,29,POINT(-90.6 36)
2018-05-15,25,POINT(-81.5 29.6)
2018-05-15,31,POINT(-97.2 34.6)
2018-05-15,80,POINT(-95.5 36)
2018-05-15,60,POINT(-95.2 37.5)
2018-05-15,36,POINT(-76.2 40.3)
2018-05-15,32,POINT(-91.3 30.4)
2018-05-15,112,POINT(-96.4 36.9)
2018-05-15,59,POINT(-77.8 26.6)
2018-05-15,65,POINT(-92.5 36.6)
2018-05-15,71,POINT(-97.3 34.8)
2018-05-15,25,POINT(-81.4 29.9)
2018-05-15,28,POINT(-82.7 27.1)
2018-05-15,51,POINT(-79.2 27.1)
2018-05-15,67,POINT(-80.3 27.3)
2018-05-15,25,POINT(-104.6 39.6)
2018-05-15,40,POINT(-80.3 26.1)
2018-05-15,70,POINT(-96.8 38.2)
2018-05-15,28,POINT(-77 37.7)
2018-05-15,51,POINT(-95.5 38)
2018-05-15,56,POINT(-77.7 39.1)
2018-05-15,55,POINT(-79.2 27.2)
2018-05-15,23,POINT(-76.9 39.7)
2018-05-15,25,POINT(-92.7 36.7)
2018-05-15,89,POINT(-81.4 28.8)
2018-05-15,29,POINT(-81.1 28.9)
2018-05-15,78,POINT(-95.2 36.9)
2018-05-15,29,POINT(-81.8 21.2)
2018-05-15,86,POINT(-101.2 28.2)
2018-05-15,34,POINT(-96.6 37.3)
2018-05-15,66,POINT(-97.9 33.9)
2018-05-15,53,POINT(-96.3 38.2)
2018-05-15,67,POINT(-95.9 34.8)
2018-05-15,42,POINT(-102 28.5)
2018-05-15,55,POINT(-97 37.9)
2018-05-15,38,POINT(-91.6 37.6)
2018-05-15,56,POINT(-98 32)
2018-05-15,109,POINT(-76.7 40.3)
2018-05-15,23,POINT(-76.7 41.5)
2018-05-15,26,POINT(-82 36.9)
2018-05-15,45,POINT(-98.1 37.2)
2018-05-15,144,POINT(-100.9 31.6)
2018-05-15,76,POINT(-95.7 34.6)
2018-05-15,23,POINT(-100.1 35.2)
2018-05-15,76,POINT(-92.4 40.2)
2018-05-15,49,POINT(-95.9 33.3)
2018-05-15,23,POINT(-94.9 38.1)
2018-05-15,61,POINT(-91.1 37.7)
2018-05-15,42,POINT(-81.9 28.4)
2018-05-15,43,POINT(-88.4 39.5)
2018-05-15,40,POINT(-81 26.3)
2018-05-15,36,POINT(-103 37.8)
2018-05-15,23,POINT(-72.9 41.5)
2018-05-15,49,POINT(-77.7 39.4)
2018-05-15,32,POINT(-96 34.5)
2018-05-15,43,POINT(-79 40.8)
2018-05-15,23,POINT(-77.5 40.6)
2018-05-15,41,POINT(-97.7 35.1)
2018-05-15,32,POINT(-81.4 28.4)
2018-05-15,46,POINT(-95.6 37.5)
2018-05-15,152,POINT(-81.2 28.8)
2018-05-15,32,POINT(-96.9 37.8)
2018-05-15,25,POINT(-76.8 39.8)
2018-05-15,77,POINT(-95.6 37)
2018-05-15,26,POINT(-76.2 40.1)
2018-05-15,62,POINT(-95.9 37.5)
2018-05-15,25,POINT(-88.3 37.8)
2018-05-15,43,POINT(-83.9 41.3)
2018-05-15,83,POINT(-95.8 36.2)
2018-05-15,29,POINT(-95.5 33.9)
2018-05-15,41,POINT(-79.6 26.8)
2018-05-15,23,POINT(-79.7 26.4)
2018-05-15,29,POINT(-74 41.7)
2018-05-15,53,POINT(-73.2 42)
2018-05-15,37,POINT(-99.2 35.3)
2018-05-15,57,POINT(-101.5 28.3)
2018-05-15,50,POINT(-97.4 37)
2018-05-15,60,POINT(-101.3 32.7)
2018-05-15,98,POINT(-97.1 37.3)
2018-05-15,33,POINT(-98.1 33)
2018-05-15,33,POINT(-90.2 38.1)
2018-05-15,58,POINT(-98.5 35.3)
2018-05-15,78,POINT(-92.7 33.7)
2018-05-15,40,POINT(-103.5 37.7)
2018-05-15,48,POINT(-101.1 33.7)
2018-05-15,105,POINT(-97.7 37.3)
2018-05-15,156,POINT(-96.6 37)
2018-05-15,28,POINT(-102.8 36.6)
2018-05-15,95,POINT(-96.9 34.6)
2018-05-15,26,POINT(-76.5 40.8)
2018-05-15,84,POINT(-77.1 23.8)
2018-05-15,81,POINT(-93.7 40.7)
2018-05-15,45,POINT(-91.6 37.2)
2018-05-15,57,POINT(-96 37.7)
2018-05-15,56,POINT(-92.6 33.4)
2018-05-15,102,POINT(-96.6 34.1)
2018-05-15,23,POINT(-98.2 32.7)
2018-05-15,47,POINT(-100.9 32.7)
2018-05-15,113,POINT(-81 28.3)
2018-05-15,115,POINT(-95.9 33.8)
2018-05-15,52,POINT(-85.2 37.5)
2018-05-15,57,POINT(-76.5 40.1)
2018-05-15,31,POINT(-89.4 42)
2018-05-15,137,POINT(-98 31.4)
2018-05-15,85,POINT(-95.7 37)
2018-05-15,44,POINT(-95.7 36.6)
2018-05-15,29,POINT(-73.7 41.9)
2018-05-15,35,POINT(-89 41.9)
2018-05-15,58,POINT(-76 23.8)
2018-05-15,58,POINT(-95.9 39.4)
2018-05-15,25,POINT(-98.7 23.2)
2018-05-15,29,POINT(-96.9 33.8)
2018-05-15,26,POINT(-79.1 28.5)
2018-05-15,115,POINT(-98 35.1)
2018-05-15,33,POINT(-78.3 41.4)
2018-05-15,41,POINT(-97.5 37.5)
2018-05-15,35,POINT(-76.8 22.9)
2018-05-15,87,POINT(-96.9 37.1)
2018-05-15,23,POINT(-89.1 30)
2018-05-15,32,POINT(-80.5 26.2)
2018-05-15,77,POINT(-101 31.4)
2018-05-15,75,POINT(-96.1 38.1)
2018-05-15,33,POINT(-99.7 31.4)
2018-05-15,42,POINT(-97.2 33.8)
2018-05-15,29,POINT(-89.2 29.9)
2018-05-15,80,POINT(-97.8 37.5)
2018-05-15,40,POINT(-96.6 36.8)
2018-05-15,28,POINT(-90.4 37.1)
2018-05-15,42,POINT(-81.7 39.7)
2018-05-15,50,POINT(-95.8 34.2)
2018-05-15,52,POINT(-95.4 36.3)
2018-05-15,23,POINT(-95.7 39.1)
2018-05-15,202,POINT(-97.2 37.5)
2018-05-15,32,POINT(-97.3 34.4)
2018-05-15,52,POINT(-78 41)
2018-05-15,96,POINT(-97 37.3)
2018-05-15,90,POINT(-99.8 31.2)
2018-05-15,28,POINT(-102.4 41.4)
2018-05-15,33,POINT(-77 40.5)
2018-05-15,53,POINT(-98.3 35.1)
2018-05-15,103,POINT(-92.6 33.5)
2018-05-15,174,POINT(-96.6 34.4)
2018-05-15,23,POINT(-95.3 36.6)
2018-05-15,54,POINT(-96.6 38.2)
2018-05-15,28,POINT(-97.3 33.9)
2018-05-15,34,POINT(-81.2 28.3)
2018-05-15,42,POINT(-78.8 28.2)
2018-05-15,34,POINT(-77.1 39.5)
2018-05-15,31,POINT(-96.8 34.2)
2018-05-15,36,POINT(-76.9 40.5)
2018-05-15,107,POINT(-97 34.2)
2018-05-15,61,POINT(-92.2 29.6)
2018-05-15,39,POINT(-76.7 41.6)
2018-05-15,153,POINT(-91.6 41.1)
2018-05-15,95,POINT(-101.7 27.2)
2018-05-15,32,POINT(-88.6 37.8)
2018-05-15,46,POINT(-102.7 41)
2018-05-15,194,POINT(-80.6 27.5)
2018-05-15,25,POINT(-95.1 38)
2018-05-15,98,POINT(-73.8 42)
2018-05-15,53,POINT(-96 38)
2018-05-15,61,POINT(-76.6 40.3)
2018-05-15,71,POINT(-75.8 40.2)
2018-05-15,65,POINT(-96.4 34.2)
2018-05-15,38,POINT(-84.5 24.1)
2018-05-15,38,POINT(-92 37.3)
2018-05-15,76,POINT(-96.4 38.2)
2018-05-15,65,POINT(-101.6 28.5)
2018-05-15,57,POINT(-97 34.5)
2018-05-15,33,POINT(-95.2 38)
2018-05-15,53,POINT(-97 38.1)
2018-05-15,47,POINT(-101.9 38.9)
2018-05-15,37,POINT(-77 23.9)
2018-05-15,58,POINT(-95.4 34.8)
2018-05-15,46,POINT(-78.5 38.5)
2018-05-15,32,POINT(-95.4 35.8)
2018-05-15,86,POINT(-104 37.4)
2018-05-15,38,POINT(-75.7 41.8)
2018-05-15,29,POINT(-97.2 34.1)
2018-05-15,25,POINT(-77.4 26.9)
2018-05-15,25,POINT(-87.6 42.6)
2018-05-15,53,POINT(-77.9 39.1)
2018-05-15,39,POINT(-98.7 34.6)
2018-05-15,32,POINT(-77.2 40)
2018-05-15,29,POINT(-75.7 41.7)
